,at,be,dk,fr,de,it,lu,nl,ch,gb,se,mc,no,fi,es,pt,ie,mt,il,gr,tr,ma,cy,is,ba,hr,si,ee,hu,lt,pl,ro,ru,sk,mk,lv,ua,al,ad,by,bg,md,am,cz,ge,me,rs,az,sm,au
at,1.0,0.3333333333333333,0.1951219512195122,0.19672131147540983,0.7692307692307693,0.058823529411764705,0.4745762711864407,0.35,0.5094339622641509,0.3125,0.32608695652173914,0.2631578947368421,0.30434782608695654,0.0975609756097561,0.03278688524590164,0.3508771929824561,0.4090909090909091,0.5555555555555556,0.10526315789473684,0.2926829268292683,0.06976744186046512,0.1836734693877551,0.36585365853658536,0.1794871794871795,0.2631578947368421,0.3076923076923077,0.2619047619047619,0.5416666666666666,0.3076923076923077,0.5116279069767442,0.1,0.23076923076923078,0.21739130434782608,0.3170731707317073,0.2631578947368421,0.40476190476190477,0.23255813953488372,0.2631578947368421,0.2631578947368421,0.023255813953488372,0.3488372093023256,0.2631578947368421,0.2631578947368421,0.36363636363636365,0.2727272727272727,0.2631578947368421,0.2926829268292683,0.2631578947368421,0.2631578947368421,0.30434782608695654
be,0.3333333333333333,1.0,0.10869565217391304,0.7045454545454546,0.42,0.16666666666666666,0.5892857142857143,0.45614035087719296,0.6078431372549019,0.14035087719298245,0.3125,0.13846153846153847,0.2916666666666667,0.09302325581395349,0.1206896551724138,0.2153846153846154,0.20754716981132076,0.5319148936170213,0.1,0.1702127659574468,0.06666666666666667,0.25,0.1836734693877551,0.09090909090909091,0.13846153846153847,0.1276595744680851,0.1956521739130435,0.38181818181818183,0.2619047619047619,0.2641509433962264,0.15,0.13636363636363635,0.14666666666666667,0.3023255813953488,0.13846153846153847,0.17307692307692307,0.1702127659574468,0.13846153846153847,0.13846153846153847,0.022222222222222223,0.22448979591836735,0.13846153846153847,0.13846153846153847,0.34782608695652173,0.16,0.13846153846153847,0.1702127659574468,0.13846153846153847,0.13846153846153847,0.14814814814814814
dk,0.1951219512195122,0.10869565217391304,1.0,0.09090909090909091,0.1282051282051282,0.11538461538461539,0.14814814814814814,0.09803921568627451,0.1702127659574468,0.22580645161290322,0.2857142857142857,0.175,0.4,0.25,0.05555555555555555,0.08333333333333333,0.23333333333333334,0.21621621621621623,0.3076923076923077,0.12,0.10526315789473684,0.13793103448275862,0.2916666666666667,0.5,0.175,0.3684210526315789,0.3333333333333333,0.1951219512195122,0.18181818181818182,0.25,0.26666666666666666,0.21052631578947367,0.05357142857142857,0.16,0.175,0.3076923076923077,0.16666666666666666,0.175,0.175,0.11764705882352941,0.2692307692307692,0.175,0.175,0.12903225806451613,0.2916666666666667,0.175,0.3333333333333333,0.175,0.175,0.25
fr,0.19672131147540983,0.7045454545454546,0.09090909090909091,1.0,0.25925925925925924,0.17777777777777778,0.5357142857142857,0.3114754098360656,0.5192307692307693,0.06896551724137931,0.30434782608695654,0.14516129032258066,0.2826086956521739,0.1,0.19230769230769232,0.15151515151515152,0.10909090909090909,0.35294117647058826,0.10810810810810811,0.10638297872340426,0.07142857142857142,0.1875,0.12244897959183673,0.0975609756097561,0.14516129032258066,0.13636363636363635,0.18181818181818182,0.25862068965517243,0.25,0.14285714285714285,0.16216216216216217,0.14634146341463414,0.136986301369863,0.325,0.14516129032258066,0.16,0.18181818181818182,0.14516129032258066,0.14516129032258066,0.023809523809523808,0.16326530612244897,0.14516129032258066,0.14516129032258066,0.3409090909090909,0.1702127659574468,0.14516129032258066,0.18181818181818182,0.14516129032258066,0.14516129032258066,0.11320754716981132
de,0.7692307692307693,0.42,0.1282051282051282,0.25925925925925924,1.0,0.06521739130434782,0.4909090909090909,0.38181818181818183,0.5306122448979592,0.16,0.2727272727272727,0.2641509433962264,0.25,0.1111111111111111,0.03571428571428571,0.38461538461538464,0.2391304347826087,0.5116279069767442,0.12121212121212122,0.3333333333333333,0.07894736842105263,0.20454545454545456,0.3076923076923077,0.10810810810810811,0.2641509433962264,0.24324324324324326,0.2631578947368421,0.4375,0.4375,0.3953488372093023,0.18181818181818182,0.2647058823529412,0.27419354838709675,0.3611111111111111,0.2641509433962264,0.2857142857142857,0.3333333333333333,0.2641509433962264,0.2641509433962264,0.02631578947368421,0.358974358974359,0.2641509433962264,0.2641509433962264,0.4864864864864865,0.275,0.2641509433962264,0.2972972972972973,0.2641509433962264,0.2641509433962264,0.14583333333333334
it,0.058823529411764705,0.16666666666666666,0.11538461538461539,0.17777777777777778,0.06521739130434782,1.0,0.11666666666666667,0.1509433962264151,0.1320754716981132,0.075,0.07894736842105263,0.13043478260869565,0.08108108108108109,0.13636363636363635,0.16216216216216217,0.11764705882352941,0.07692307692307693,0.13636363636363635,0.15789473684210525,0.1,0.13043478260869565,0.15151515151515152,0.125,0.13043478260869565,0.13043478260869565,0.10714285714285714,0.1,0.08,0.10714285714285714,0.07142857142857142,0.14285714285714285,0.12,0.03225806451612903,0.0967741935483871,0.13043478260869565,0.08333333333333333,0.13793103448275862,0.13043478260869565,0.13043478260869565,0.09090909090909091,0.08571428571428572,0.13043478260869565,0.13043478260869565,0.08108108108108109,0.09090909090909091,0.13043478260869565,0.1,0.13043478260869565,0.13043478260869565,0.1111111111111111
lu,0.4745762711864407,0.5892857142857143,0.14814814814814814,0.5357142857142857,0.4909090909090909,0.11666666666666667,1.0,0.46875,0.6909090909090909,0.16923076923076924,0.34545454545454546,0.26865671641791045,0.30357142857142855,0.07407407407407407,0.15151515151515152,0.3235294117647059,0.22950819672131148,0.509090909090909,0.0784313725490196,0.15789473684210525,0.07272727272727272,0.24561403508771928,0.21052631578947367,0.1346153846153846,0.26865671641791045,0.16363636363636364,0.24528301886792453,0.38095238095238093,0.20754716981132076,0.2786885245901639,0.11764705882352941,0.10909090909090909,0.2597402597402597,0.24074074074074073,0.26865671641791045,0.2,0.13793103448275862,0.26865671641791045,0.26865671641791045,0.017857142857142856,0.24561403508771928,0.26865671641791045,0.26865671641791045,0.43137254901960786,0.1896551724137931,0.26865671641791045,0.2,0.26865671641791045,0.26865671641791045,0.15873015873015872
nl,0.35,0.45614035087719296,0.09803921568627451,0.3114754098360656,0.38181818181818183,0.1509433962264151,0.46875,1.0,0.4032258064516129,0.16666666666666666,0.2830188679245283,0.19696969696969696,0.2641509433962264,0.08333333333333333,0.14754098360655737,0.2923076923076923,0.1896551724137931,0.4,0.08888888888888889,0.1111111111111111,0.06,0.18181818181818182,0.125,0.10416666666666667,0.19696969696969696,0.07407407407407407,0.1111111111111111,0.265625,0.11538461538461539,0.18032786885245902,0.0851063829787234,0.0784313725490196,0.1518987341772152,0.22,0.19696969696969696,0.08196721311475409,0.07142857142857142,0.19696969696969696,0.19696969696969696,0.02,0.1206896551724138,0.19696969696969696,0.19696969696969696,0.425531914893617,0.06779661016949153,0.19696969696969696,0.07142857142857142,0.19696969696969696,0.19696969696969696,0.17543859649122806
ch,0.5094339622641509,0.6078431372549019,0.1702127659574468,0.5192307692307693,0.5306122448979592,0.1320754716981132,0.6909090909090909,0.4032258064516129,1.0,0.21052631578947367,0.3958333333333333,0.21875,0.3469387755102041,0.0851063829787234,0.1896551724137931,0.25757575757575757,0.25925925925925924,0.6888888888888889,0.09090909090909091,0.2553191489361702,0.08333333333333333,0.2549019607843137,0.3191489361702128,0.18181818181818182,0.21875,0.26666666666666666,0.2826086956521739,0.5094339622641509,0.32558139534883723,0.39215686274509803,0.13636363636363635,0.2,0.21621621621621623,0.36363636363636365,0.21875,0.3,0.22916666666666666,0.21875,0.21875,0.02040816326530612,0.3617021276595745,0.21875,0.21875,0.32,0.2916666666666667,0.21875,0.3111111111111111,0.21875,0.21875,0.2
gb,0.3125,0.14035087719298245,0.22580645161290322,0.06896551724137931,0.16,0.075,0.16923076923076924,0.16666666666666666,0.21052631578947367,1.0,0.21951219512195122,0.17307692307692307,0.1951219512195122,0.13333333333333333,0.061224489795918366,0.13793103448275862,0.7,0.2826086956521739,0.14814814814814814,0.13513513513513514,0.06060606060606061,0.20512820512820512,0.25,0.2962962962962963,0.17307692307692307,0.21212121212121213,0.2,0.4318181818181818,0.1111111111111111,0.4594594594594595,0.13793103448275862,0.12121212121212122,0.08955223880597014,0.10256410256410256,0.17307692307692307,0.37142857142857144,0.10526315789473684,0.17307692307692307,0.17307692307692307,0.03125,0.23684210526315788,0.17307692307692307,0.17307692307692307,0.08888888888888889,0.25,0.17307692307692307,0.2,0.17307692307692307,0.17307692307692307,0.6896551724137931
se,0.32608695652173914,0.3125,0.2857142857142857,0.30434782608695654,0.2727272727272727,0.07894736842105263,0.34545454545454546,0.2830188679245283,0.3958333333333333,0.21951219512195122,1.0,0.1346153846153846,0.7407407407407407,0.14285714285714285,0.041666666666666664,0.06666666666666667,0.32432432432432434,0.425,0.16,0.1111111111111111,0.1,0.0975609756097561,0.19444444444444445,0.2692307692307692,0.1346153846153846,0.22580645161290322,0.3793103448275862,0.2978723404255319,0.22580645161290322,0.15555555555555556,0.14814814814814814,0.12903225806451613,0.028985507246376812,0.36666666666666664,0.1346153846153846,0.1794871794871795,0.1111111111111111,0.1346153846153846,0.1346153846153846,0.06896551724137931,0.18421052631578946,0.1346153846153846,0.1346153846153846,0.42424242424242425,0.19444444444444445,0.1346153846153846,0.21212121212121213,0.1346153846153846,0.1346153846153846,0.2702702702702703
mc,0.2631578947368421,0.13846153846153847,0.175,0.14516129032258066,0.2641509433962264,0.13043478260869565,0.26865671641791045,0.19696969696969696,0.21875,0.17307692307692307,0.1346153846153846,1.0,0.13725490196078433,0.10256410256410256,0.1509433962264151,0.2711864406779661,0.15384615384615385,0.25925925925925924,0.1111111111111111,0.10869565217391304,0.047619047619047616,0.09803921568627451,0.2,0.1891891891891892,1.0,0.225,0.21428571428571427,0.2,0.1951219512195122,0.26,0.16666666666666666,0.15,0.3898305084745763,0.15555555555555556,1.0,0.29545454545454547,0.21428571428571427,1.0,1.0,0.05,0.24444444444444444,1.0,1.0,0.2608695652173913,0.3170731707317073,1.0,0.275,1.0,1.0,0.1836734693877551
no,0.30434782608695654,0.2916666666666667,0.4,0.2826086956521739,0.25,0.08108108108108109,0.30357142857142855,0.2641509433962264,0.3469387755102041,0.1951219512195122,0.7407407407407407,0.13725490196078433,1.0,0.14814814814814814,0.0425531914893617,0.06779661016949153,0.2972972972972973,0.4358974358974359,0.16666666666666666,0.08333333333333333,0.06666666666666667,0.1,0.2,0.28,0.13725490196078433,0.23333333333333334,0.3448275862068966,0.30434782608695654,0.23333333333333334,0.1590909090909091,0.15384615384615385,0.13333333333333333,0.014492753623188406,0.3793103448275862,0.13725490196078433,0.18421052631578946,0.11428571428571428,0.13725490196078433,0.13725490196078433,0.034482758620689655,0.1891891891891892,0.13725490196078433,0.13725490196078433,0.4375,0.2,0.13725490196078433,0.21875,0.13725490196078433,0.13725490196078433,0.24324324324324326
fi,0.0975609756097561,0.09302325581395349,0.25,0.1,0.1111111111111111,0.13636363636363635,0.07407407407407407,0.08333333333333333,0.0851063829787234,0.13333333333333333,0.14285714285714285,0.10256410256410256,0.14814814814814814,1.0,0.0625,0.09090909090909091,0.13793103448275862,0.10810810810810811,0.4444444444444444,0.14285714285714285,0.13333333333333333,0.16,0.17391304347826086,0.3076923076923077,0.10256410256410256,0.2222222222222222,0.2,0.125,0.2222222222222222,0.125,0.36363636363636365,0.26666666666666666,0.018518518518518517,0.19047619047619047,0.10256410256410256,0.15384615384615385,0.2,0.10256410256410256,0.10256410256410256,0.07142857142857142,0.16,0.10256410256410256,0.10256410256410256,0.14814814814814814,0.17391304347826086,0.10256410256410256,0.2,0.10256410256410256,0.10256410256410256,0.14814814814814814
es,0.03278688524590164,0.1206896551724138,0.05555555555555555,0.19230769230769232,0.03571428571428571,0.16216216216216217,0.15151515151515152,0.14754098360655737,0.1896551724137931,0.061224489795918366,0.041666666666666664,0.1509433962264151,0.0425531914893617,0.0625,1.0,0.1,0.04081632653061224,0.09259259259259259,0.06896551724137931,0.07692307692307693,0.09375,0.14634146341463414,0.07142857142857142,0.09375,0.1509433962264151,0.05263157894736842,0.05,0.03278688524590164,0.05263157894736842,0.038461538461538464,0.06451612903225806,0.08823529411764706,0.07352941176470588,0.04878048780487805,0.1509433962264151,0.043478260869565216,0.05,0.1509433962264151,0.1509433962264151,0.0,0.044444444444444446,0.1509433962264151,0.1509433962264151,0.0425531914893617,0.046511627906976744,0.1509433962264151,0.05,0.1509433962264151,0.1509433962264151,0.06521739130434782
pt,0.3508771929824561,0.2153846153846154,0.08333333333333333,0.15151515151515152,0.38461538461538464,0.11764705882352941,0.3235294117647059,0.2923076923076923,0.25757575757575757,0.13793103448275862,0.06666666666666667,0.2711864406779661,0.06779661016949153,0.09090909090909091,0.1,1.0,0.14035087719298245,0.30357142857142855,0.0975609756097561,0.2727272727272727,0.0425531914893617,0.17307692307692307,0.2826086956521739,0.08888888888888889,0.2711864406779661,0.2,0.07692307692307693,0.2222222222222222,0.2,0.25925925925925924,0.09302325581395349,0.24390243902439024,0.3384615384615385,0.1875,0.2711864406779661,0.16981132075471697,0.21739130434782608,0.2711864406779661,0.2711864406779661,0.021739130434782608,0.24489795918367346,0.2711864406779661,0.2711864406779661,0.21153846153846154,0.18,0.2711864406779661,0.19148936170212766,0.2711864406779661,0.2711864406779661,0.10526315789473684
ie,0.4090909090909091,0.20754716981132076,0.23333333333333334,0.10909090909090909,0.2391304347826087,0.07692307692307693,0.22950819672131148,0.1896551724137931,0.25925925925925924,0.7,0.32432432432432434,0.15384615384615385,0.2972972972972973,0.13793103448275862,0.04081632653061224,0.14035087719298245,1.0,0.3488372093023256,0.15384615384615385,0.1388888888888889,0.0625,0.21052631578947367,0.2571428571428571,0.25925925925925924,0.15384615384615385,0.21875,0.3225806451612903,0.3191489361702128,0.21875,0.43243243243243246,0.14285714285714285,0.125,0.07462686567164178,0.10526315789473684,0.15384615384615385,0.34285714285714286,0.10810810810810811,0.15384615384615385,0.15384615384615385,0.03225806451612903,0.24324324324324326,0.15384615384615385,0.15384615384615385,0.17073170731707318,0.2222222222222222,0.15384615384615385,0.20588235294117646,0.15384615384615385,0.15384615384615385,0.6551724137931034
mt,0.5555555555555556,0.5319148936170213,0.21621621621621623,0.35294117647058826,0.5116279069767442,0.13636363636363635,0.509090909090909,0.4,0.6888888888888889,0.2826086956521739,0.425,0.25925925925925924,0.4358974358974359,0.10810810810810811,0.09259259259259259,0.30357142857142855,0.3488372093023256,1.0,0.11764705882352941,0.2894736842105263,0.05,0.2,0.40540540540540543,0.2,0.25925925925925924,0.34285714285714286,0.2564102564102564,0.5909090909090909,0.34285714285714286,0.4878048780487805,0.1111111111111111,0.2571428571428571,0.17647058823529413,0.47058823529411764,0.25925925925925924,0.375,0.225,0.25925925925925924,0.25925925925925924,0.02564102564102564,0.38461538461538464,0.25925925925925924,0.25925925925925924,0.3333333333333333,0.3684210526315789,0.25925925925925924,0.32432432432432434,0.25925925925925924,0.25925925925925924,0.2727272727272727
il,0.10526315789473684,0.1,0.3076923076923077,0.10810810810810811,0.12121212121212122,0.15789473684210525,0.0784313725490196,0.08888888888888889,0.09090909090909091,0.14814814814814814,0.16,0.1111111111111111,0.16666666666666666,0.4444444444444444,0.06896551724137931,0.0975609756097561,0.15384615384615385,0.11764705882352941,1.0,0.16666666666666666,0.16666666666666666,0.18181818181818182,0.2,0.4,0.1111111111111111,0.26666666666666666,0.23529411764705882,0.10526315789473684,0.26666666666666666,0.13793103448275862,0.5,0.3333333333333333,0.0196078431372549,0.2222222222222222,0.1111111111111111,0.17391304347826086,0.23529411764705882,0.1111111111111111,0.1111111111111111,0.09090909090909091,0.18181818181818182,0.1111111111111111,0.1111111111111111,0.16666666666666666,0.2,0.1111111111111111,0.23529411764705882,0.1111111111111111,0.1111111111111111,0.16666666666666666
gr,0.2926829268292683,0.1702127659574468,0.12,0.10638297872340426,0.3333333333333333,0.1,0.15789473684210525,0.1111111111111111,0.2553191489361702,0.13513513513513514,0.1111111111111111,0.10869565217391304,0.08333333333333333,0.14285714285714285,0.07692307692307693,0.2727272727272727,0.1388888888888889,0.2894736842105263,0.16666666666666666,1.0,0.13636363636363635,0.23333333333333334,0.75,0.13636363636363635,0.10869565217391304,0.36363636363636365,0.14285714285714285,0.2619047619047619,0.36363636363636365,0.3333333333333333,0.15,0.5,0.10526315789473684,0.32,0.10869565217391304,0.26666666666666666,0.3333333333333333,0.10869565217391304,0.10869565217391304,0.0,0.4230769230769231,0.10869565217391304,0.10869565217391304,0.08333333333333333,0.2962962962962963,0.10869565217391304,0.3333333333333333,0.10869565217391304,0.10869565217391304,0.11428571428571428
tr,0.06976744186046512,0.06666666666666667,0.10526315789473684,0.07142857142857142,0.07894736842105263,0.13043478260869565,0.07272727272727272,0.06,0.08333333333333333,0.06060606060606061,0.1,0.047619047619047616,0.06666666666666667,0.13333333333333333,0.09375,0.0425531914893617,0.0625,0.05,0.16666666666666666,0.13636363636363635,1.0,0.1111111111111111,0.07692307692307693,0.125,0.047619047619047616,0.09523809523809523,0.13636363636363635,0.045454545454545456,0.09523809523809523,0.05714285714285714,0.14285714285714285,0.1111111111111111,0.0,0.08333333333333333,0.047619047619047616,0.06896551724137931,0.08695652173913043,0.047619047619047616,0.047619047619047616,0.0,0.07142857142857142,0.047619047619047616,0.047619047619047616,0.06666666666666667,0.07692307692307693,0.047619047619047616,0.08695652173913043,0.047619047619047616,0.047619047619047616,0.06666666666666667
ma,0.1836734693877551,0.25,0.13793103448275862,0.1875,0.20454545454545456,0.15151515151515152,0.24561403508771928,0.18181818181818182,0.2549019607843137,0.20512820512820512,0.0975609756097561,0.09803921568627451,0.1,0.16,0.14634146341463414,0.17307692307692307,0.21052631578947367,0.2,0.18181818181818182,0.23333333333333334,0.1111111111111111,1.0,0.25,0.15384615384615385,0.09803921568627451,0.12903225806451613,0.12121212121212122,0.1836734693877551,0.12903225806451613,0.225,0.16666666666666666,0.14285714285714285,0.11475409836065574,0.15151515151515152,0.09803921568627451,0.10256410256410256,0.12121212121212122,0.09803921568627451,0.09803921568627451,0.07692307692307693,0.2,0.09803921568627451,0.09803921568627451,0.1,0.1111111111111111,0.09803921568627451,0.12121212121212122,0.09803921568627451,0.09803921568627451,0.15789473684210525
cy,0.36585365853658536,0.1836734693877551,0.2916666666666667,0.12244897959183673,0.3076923076923077,0.125,0.21052631578947367,0.125,0.3191489361702128,0.25,0.19444444444444445,0.2,0.2,0.17391304347826086,0.07142857142857142,0.2826086956521739,0.2571428571428571,0.40540540540540543,0.2,0.75,0.07692307692307693,0.25,1.0,0.3333333333333333,0.2,0.5714285714285714,0.25,0.36585365853658536,0.375,0.46875,0.18181818181818182,0.5,0.11864406779661017,0.3333333333333333,0.2,0.41379310344827586,0.34615384615384615,0.2,0.2,0.04,0.6,0.2,0.2,0.10526315789473684,0.46153846153846156,0.2,0.5217391304347826,0.2,0.2,0.23529411764705882
is,0.1794871794871795,0.09090909090909091,0.5,0.0975609756097561,0.10810810810810811,0.13043478260869565,0.1346153846153846,0.10416666666666667,0.18181818181818182,0.2962962962962963,0.2692307692307692,0.1891891891891892,0.28,0.3076923076923077,0.09375,0.08888888888888889,0.25925925925925924,0.2,0.4,0.13636363636363635,0.125,0.15384615384615385,0.3333333333333333,1.0,0.1891891891891892,0.4375,0.3888888888888889,0.1794871794871795,0.21052631578947367,0.23333333333333334,0.3333333333333333,0.25,0.01818181818181818,0.18181818181818182,0.1891891891891892,0.2916666666666667,0.19047619047619047,0.1891891891891892,0.1891891891891892,0.06666666666666667,0.30434782608695654,0.1891891891891892,0.1891891891891892,0.14285714285714285,0.3333333333333333,0.1891891891891892,0.3888888888888889,0.1891891891891892,0.1891891891891892,0.3333333333333333
